#separator:tab
#html:false
#notetype:Portuguese (EP) – Spoken Frequency
#deck:Portuguese::European Portuguese - Spoken - 5001 to 10000
#columns:Rank	Lemma_PT	POS_guess	Gloss_EN	Example_PT	Example_EN	Is_MWE	Raw_Freq	Freq_per_million	Tags
#tags column:10
8665	temporizador	noun				0	1886	3.023	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8666	travessura	noun				0	1885	3.021	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8667	rebaixar	verb				0	1884	3.020	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
8668	stern	unk				0	1884	3.020	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8669	armazenamento	noun				0	1883	3.018	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8670	dominus	unk				0	1883	3.018	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8671	atordoar	verb				0	1882	3.016	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
8672	norton	unk				0	1882	3.016	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8673	setor	unk				0	1882	3.016	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8674	adorado	noun				0	1879	3.012	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8675	põe-na	unk				0	1879	3.012	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8676	relaxante	unk				0	1879	3.012	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8677	sorridente	adj				0	1879	3.012	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
8678	brasileiro	noun				0	1878	3.010	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8679	jaguar	verb				0	1878	3.010	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
8680	colombo	noun				0	1877	3.008	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8681	irresistível	adj				0	1877	3.008	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
8682	olimpíada	noun				0	1877	3.008	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8683	flautar	verb				0	1876	3.007	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
8684	jura	noun				0	1876	3.007	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8685	karaoke	unk				0	1876	3.007	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8686	adoptado	noun				0	1875	3.005	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8687	munique	unk				0	1874	3.004	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8688	cimeira	noun				0	1872	3.000	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8689	feitiçaria	noun				0	1872	3.000	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8690	massivo	noun				0	1872	3.000	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8691	bug	unk				0	1871	2.999	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8692	desenrolar	verb				0	1871	2.999	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
8693	escasso	noun				0	1871	2.999	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8694	parágrafo	noun				0	1871	2.999	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8695	alimentado	noun				0	1870	2.997	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8696	conversação	noun				0	1870	2.997	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8697	now	unk				0	1870	2.997	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8698	verídico	adj				0	1870	2.997	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
8699	acertado	noun				0	1869	2.996	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8700	baseball	unk				0	1869	2.996	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8701	aconchegar	verb				0	1868	2.994	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
8702	alexandra	noun				0	1868	2.994	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8703	alexandria	noun				0	1868	2.994	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8704	grávida	noun				0	1868	2.994	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8705	reconciliar	verb				0	1868	2.994	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
8706	insulina	adj				0	1867	2.992	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
8707	medonho	noun				0	1867	2.992	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8708	tenda	noun				0	1867	2.992	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8709	control	unk				0	1866	2.991	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8710	cosmos	unk				0	1866	2.991	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8711	joalharia	noun				0	1866	2.991	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8712	ousado	noun				0	1866	2.991	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8713	persuasivo	noun				0	1866	2.991	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8714	protagonista	noun				0	1866	2.991	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8715	true	unk				0	1866	2.991	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8716	almeida	noun				0	1865	2.989	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8717	choramingar	verb				0	1864	2.988	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
8718	farejar	verb				0	1864	2.988	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
8719	petrolífero	noun				0	1864	2.988	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8720	inventor	unk				0	1863	2.986	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8721	mindinho	adj				0	1863	2.986	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
8722	san francisco	mwe				1	1863	2.986	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
8723	website	unk				0	1863	2.986	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8724	compressão	noun				0	1862	2.984	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8725	constipar	verb				0	1862	2.984	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
8726	documentação	noun				0	1862	2.984	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8727	impasse	unk				0	1862	2.984	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8728	pintado	noun				0	1862	2.984	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8729	farra	noun				0	1861	2.983	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8730	taxi	unk				0	1861	2.983	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8731	d'água	noun				0	1860	2.981	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8732	encharcar	verb				0	1860	2.981	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
8733	injecções	noun				0	1860	2.981	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8734	inventado	noun				0	1860	2.981	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8735	sola	noun				0	1860	2.981	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8736	directores	unk				0	1859	2.980	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8737	fez-lhe	unk				0	1859	2.980	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8738	prestação	noun				0	1859	2.980	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8739	desenhos animados	mwe				1	1858	2.978	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
8740	cristbet lda	mwe				1	1857	2.976	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
8741	dei-lhes	unk				0	1857	2.976	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8742	animador	noun				0	1856	2.975	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8743	escravidão	noun				0	1856	2.975	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8744	televisor	unk				0	1856	2.975	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8745	galho	noun				0	1855	2.973	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8746	inalar	verb				0	1854	2.972	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
8747	irs	unk				0	1854	2.972	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8748	sexualidade	noun				0	1854	2.972	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8749	traído	noun				0	1854	2.972	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8750	flutuante	unk				0	1852	2.968	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8751	prodígio	noun				0	1852	2.968	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8752	salsa	noun				0	1852	2.968	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8753	excepções	noun				0	1851	2.967	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8754	ucrânia	noun				0	1851	2.967	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8755	assediar	verb				0	1850	2.965	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
8756	boa-noite	unk				0	1850	2.965	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8757	contradizer	verb				0	1850	2.965	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
8758	gemer	verb				0	1850	2.965	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
8759	strauss	unk				0	1850	2.965	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8760	apercebido	noun				0	1849	2.964	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8761	desempregado	noun				0	1849	2.964	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8762	intrometido	noun				0	1849	2.964	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8763	actualizar	verb				0	1848	2.962	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
8764	enforcamento	noun				0	1848	2.962	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8765	esterco	noun				0	1848	2.962	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8766	murmurar	verb				0	1848	2.962	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
8767	escória	noun				0	1847	2.960	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8768	instalado	noun				0	1847	2.960	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8769	plutónio	noun				0	1847	2.960	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8770	sustento	noun				0	1847	2.960	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8771	champô	unk				0	1846	2.959	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8772	serial	adj				0	1846	2.959	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
8773	prosperidade	noun				0	1844	2.956	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8774	ameixa	noun				0	1843	2.954	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8775	buenos	unk				0	1843	2.954	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8776	exceção	noun				0	1843	2.954	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8777	dirigido	noun				0	1842	2.952	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8778	enfadonho	noun				0	1842	2.952	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8779	istambul	unk				0	1842	2.952	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8780	sibéria	noun				0	1842	2.952	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8781	grado	noun				0	1841	2.951	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8782	guarnição	noun				0	1841	2.951	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8783	longínquo	noun				0	1841	2.951	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8784	pianista	noun				0	1841	2.951	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8785	manchete	unk				0	1840	2.949	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8786	íman	unk				0	1840	2.949	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8787	bochechar	verb				0	1839	2.948	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
8788	toronto	noun				0	1839	2.948	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8789	vazar	verb				0	1839	2.948	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
8790	carcaça	noun				0	1838	2.946	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8791	czar	verb				0	1838	2.946	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
8792	meteorológico	adj				0	1838	2.946	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
8793	sdi media	mwe				1	1838	2.946	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
8794	reconquistar	verb				0	1837	2.944	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
8795	sanidade	noun				0	1837	2.944	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8796	cianeto	noun				0	1836	2.943	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8797	caminhante	unk				0	1835	2.941	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8798	grana	adj				0	1835	2.941	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
8799	injectar	verb				0	1835	2.941	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
8800	realçar	verb				0	1835	2.941	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
8801	bode expiatório	mwe				1	1834	2.940	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
8802	freud	unk				0	1834	2.940	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8803	provocado	noun				0	1834	2.940	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8804	retórico	adj				0	1833	2.938	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
8805	prior	unk				0	1832	2.936	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8806	chile	unk				0	1831	2.935	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8807	condescendente	adj				0	1831	2.935	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
8808	gravitacional	adj				0	1831	2.935	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
8809	islândia	noun				0	1831	2.935	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8810	séc	unk				0	1831	2.935	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8811	berro	noun				0	1830	2.933	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8812	cripta	noun				0	1830	2.933	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8813	intencional	adj				0	1830	2.933	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
8814	mola	noun				0	1830	2.933	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8815	and roll	mwe				1	1829	2.932	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
8816	contrabandear	verb				0	1829	2.932	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
8817	impenetrável	adj				0	1829	2.932	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
8818	inovador	noun				0	1828	2.930	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8819	controverso	noun				0	1827	2.928	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8820	rural	adj				0	1827	2.928	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
8821	santificar	verb				0	1827	2.928	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
8822	rock and	mwe				1	1826	2.927	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
8823	anzol	unk				0	1825	2.925	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8824	cortador	noun				0	1825	2.925	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8825	sweet	unk				0	1825	2.925	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8826	atrasado mental	mwe				1	1824	2.923	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
8827	cláusula	noun				0	1824	2.923	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8828	ferguson	unk				0	1824	2.923	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
8829	florista	noun				0	1824	2.923	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
8830	inspeccionar	verb				0	1824	2.923	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
8831	reagrupar	verb				0	1824	2.923	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
8832	restringir	verb				0	1824	2.923	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
8833	escravizar	verb				0	1823	2.922	freq::8501-9000 freq500::8501-9000 freq1000::8001-9000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
